"","edo_dto","cand.morena","alianza.prianrd","PAN.solo","PRI.solo","PRD.solo","PVEM.solo","PT.solo","MC","PES","RSP","FXM","CI","total.votos","lista.nominal","v.validos","alianza.morena","alianza.oposic","prop.morena","gana.morena","gana.prianrd","gana.pan","gana.pri","gana.mc","gana.pvem","alianzas","participacion","postula_reelec","cand.morena18","pan.y.aliados18","pri.y.aliados18","PAN.solo18","PRI.solo18","PRD.solo18","PVEM.solo18","PT.solo18","MC.solo18","NA.solo18","PES.solo18","total.votos18","lista.nominal18","v.validos18","alianza.morena18","alianza.pan18","alianza.pri18","prop.morena18","gana.morena18","gana.pri.y.aliados18","gana.pan.y.aliados18","gana.pri.solo18","gana.pan.solo18","d.morena","gana18","gana21","cambio.morena"
"167","22.3",63318,0,85358,18274,1707,0,0,4151,2468,1824,2968,0,184730,408415,180068,1,0,0.351633827220828,0,0,1,0,0,0,"Sólo JHH",0.452309538092382,1,83496,67833,0,0,41084,0,8338,0,0,3520,0,212774,363990,204271,1,1,0,0.408751119835904,1,0,0,0,0,-0.0571172926150766,"Morena","PAN","Pierde"
"168","22.4",51136,0,107568,19438,1908,5434,1896,3537,2143,1772,2698,0,202659,377186,197530,0,0,0.258877132587455,0,0,1,0,0,0,"Sin coals.",0.537291946148585,1,80548,93158,0,0,32625,0,10607,0,0,4109,0,231015,361257,221047,1,1,0,0.364393092871652,0,0,1,0,0,-0.105515960284197,"Alianza PAN","PAN","Opositor"
"169","22.5",41199,0,96816,32815,2031,8051,2861,3435,2605,2595,3579,0,201769,375080,195987,0,0,0.210212922285662,0,0,1,0,0,0,"Sin coals.",0.537935907006505,0,56952,89965,0,0,37170,0,9214,0,0,4403,0,208715,321128,197704,1,1,0,0.288067009266378,0,0,1,0,0,-0.0778540869807162,"Alianza PAN","PAN","Opositor"
"170","23.1",81558,59203,0,0,0,0,0,6246,4320,2570,10859,0,171965,381428,164756,1,1,0.495022943018767,1,0,0,0,0,0,"Ambas",0.450845244711977,0,111398,42420,33901,0,0,0,0,0,0,0,0,195339,338233,187719,1,1,1,0.593429540962822,1,0,0,0,0,-0.0984065979440549,"Morena","Morena","Retiene"
"171","23.2",83259,44676,0,0,0,0,0,7966,3268,5414,8013,0,158621,290122,152596,1,1,0.54561718524732,1,0,0,0,0,0,"Ambas",0.546738958093492,0,94634,49445,34308,0,0,0,0,0,0,0,0,185886,272867,178387,1,1,1,0.530498298642838,1,0,0,0,0,0.0151188866044814,"Morena","Morena","Retiene"
"172","23.3",57489,17868,0,0,0,0,0,2962,7885,1439,11594,0,104287,272767,99237,1,1,0.579310136340276,1,0,0,0,0,0,"Ambas",0.382329973933797,0,105881,19118,19896,0,0,0,0,0,0,0,0,149864,264634,144895,1,1,1,0.730742951792677,1,0,0,0,0,-0.151432815452401,"Morena","Morena","Retiene"
"173","23.4",66764,51502,0,0,0,0,0,5160,5868,1836,15802,0,152940,378254,146932,1,1,0.454387063403479,1,0,0,0,0,0,"Ambas",0.404331480962528,0,113637,43012,27276,0,0,0,0,0,0,0,0,190116,332932,183925,1,1,1,0.617844229985048,1,0,0,0,0,-0.163457166581569,"Morena","Morena","Retiene"
"174","24.1",74007,56518,0,0,0,0,0,14230,5204,2267,2397,0,164472,273579,154623,1,1,0.478628664558313,1,0,0,0,0,0,"Ambas",0.601186494577435,1,41175,53476,66965,0,0,0,0,0,0,0,0,173218,262221,161616,1,1,1,0.254770567270567,0,1,0,0,0,0.223858097287746,"Alianza PRI","Morena","Obtiene"
"175","24.2",29708,65606,0,0,0,68133,3668,8777,2550,3864,1916,0,196704,343231,184222,0,1,0.161261955683903,0,0,0,0,0,1,"Sólo VaXM",0.573095087564934,0,50690,82276,52895,0,0,0,0,0,0,0,0,196210,321336,185861,1,1,1,0.272730696595843,0,0,1,0,0,-0.11146874091194,"Alianza PAN","PVEM","Opositor"
"176","24.3",67467,66790,0,0,0,0,0,7536,4415,2566,1960,0,160406,274741,150734,1,1,0.447589793941646,1,0,0,0,0,0,"Ambas",0.583844420745357,1,39746,56205,62128,0,0,0,0,0,0,0,0,168683,263906,158079,1,1,1,0.251431246402115,0,1,0,0,0,0.19615854753953,"Alianza PRI","Morena","Obtiene"
"177","24.4",68114,37021,0,0,0,0,0,4754,6302,20278,5208,0,149561,246737,141677,1,1,0.480769637979347,1,0,0,0,0,0,"Ambas",0.606155542135959,0,58400,45611,43807,0,0,0,0,0,0,0,0,157092,238975,147818,1,1,1,0.395080436753305,1,0,0,0,0,0.0856892012260427,"Morena","Morena","Retiene"
"178","24.5",74485,90088,0,0,0,0,0,5368,2104,1962,2304,0,182478,326190,176311,1,1,0.422463714685981,0,1,0,0,0,0,"Ambas",0.559422422514485,0,57819,87672,33925,0,0,0,0,0,0,0,0,189448,311399,179416,1,1,1,0.322262228563785,0,0,1,0,0,0.100201486122196,"Alianza PAN","VaXM","Opositor"
"179","24.6",94716,51629,0,0,0,0,0,5843,2656,3115,3500,0,168497,318876,161459,1,1,0.586625706835791,1,0,0,0,0,0,"Ambas",0.528409162182165,0,66849,67381,31953,0,0,0,0,0,0,0,0,175847,304359,166183,1,1,1,0.402261362473899,0,0,1,0,0,0.184364344361892,"Alianza PAN","Morena","Obtiene"
"180","24.7",88224,59757,0,0,0,0,0,5172,5612,22335,1947,0,197811,284946,183047,1,1,0.481974574835971,1,0,0,0,0,0,"Ambas",0.694205217830747,1,48612,63868,63744,0,0,0,0,0,0,0,0,193141,272130,176224,1,1,1,0.275853459233703,0,0,1,0,0,0.206121115602269,"Alianza PAN","Morena","Obtiene"
"181","25.1",78085,42463,0,0,0,0,0,8674,3218,1657,3400,0,142183,308879,137497,1,1,0.567903299708357,1,0,0,0,0,0,"Ambas",0.460319413103513,0,79810,35590,48225,0,0,0,0,0,0,0,0,169212,293360,163625,1,1,1,0.487761650114591,1,0,0,0,0,0.080141649593766,"Morena","Morena","Retiene"
"182","25.2",91829,52131,0,0,0,0,0,7780,2295,2462,3908,0,164931,339443,160405,1,1,0.572482154546305,1,0,0,0,0,0,"Ambas",0.485887173987974,0,106199,39572,42514,0,0,0,0,0,0,0,0,199205,321131,188285,1,1,1,0.56403324747059,1,0,0,0,0,0.00844890707571488,"Morena","Morena","Retiene"
"183","25.3",92063,63600,0,0,0,0,0,6905,4008,3728,2004,0,178133,332654,172308,1,1,0.534293242333496,1,0,0,0,0,0,"Ambas",0.535490329291095,1,88696,42884,64671,0,0,0,0,0,0,0,0,204193,321025,196251,1,1,1,0.451951837188091,1,0,0,0,0,0.0823414051454051,"Morena","Morena","Retiene"
"184","25.4",78956,59795,0,0,0,7455,728,4097,2734,1990,1404,0,161892,315556,157159,0,1,0.502395662990984,1,0,0,0,0,0,"Sólo VaXM",0.51303730558126,1,98289,28097,64444,0,0,0,0,0,0,0,0,197234,304001,190830,1,1,1,0.515060525074674,1,0,0,0,0,-0.0126648620836901,"Morena","Morena","Retiene"
"185","25.5",80843,55989,0,0,0,0,0,6915,3469,1502,3832,0,156354,319006,152550,1,1,0.52994428056375,1,0,0,0,0,0,"Ambas",0.490128712312621,1,99292,22224,41924,0,0,0,0,0,0,0,0,179352,295854,163440,1,1,1,0.607513460597161,1,0,0,0,0,-0.0775691800334115,"Morena","Morena","Retiene"
"186","25.6",72596,53656,0,0,0,3847,8044,5603,6968,1431,3309,0,161256,312006,155454,0,1,0.466993451439011,1,0,0,0,0,0,"Sólo VaXM",0.516836214688179,1,82309,34719,52322,0,0,0,0,0,0,0,0,175381,294027,169350,1,1,1,0.486028934160024,1,0,0,0,0,-0.0190354827210127,"Morena","Morena","Retiene"
"187","25.7",73314,50509,0,0,0,0,0,6495,3049,1729,2129,0,141475,324610,137225,1,1,0.534261249772272,1,0,0,0,0,0,"Ambas",0.435830689134654,1,94263,24163,45139,0,0,0,0,0,0,0,0,168215,305860,163565,1,1,1,0.576302998807813,1,0,0,0,0,-0.0420417490355416,"Morena","Morena","Retiene"
"188","26.1",48358,37355,0,0,0,5568,4151,6267,4247,955,3847,0,114517,302495,110748,0,1,0.436648968830137,1,0,0,0,0,0,"Sólo VaXM",0.3785748524769,1,63611,30858,35432,0,0,0,0,0,0,0,0,134665,288070,129901,1,1,1,0.489688301090831,1,0,0,0,0,-0.0530393322606938,"Morena","Morena","Retiene"
"189","26.2",61359,48059,0,0,0,0,0,9047,10032,1905,2514,0,137781,352802,132916,1,1,0.46163742514069,1,0,0,0,0,0,"Ambas",0.390533500376982,1,72500,40015,44375,0,0,0,0,0,0,0,0,162585,NA,156890,1,1,1,0.462107208872458,1,0,0,0,0,-0.000469783731768092,"Morena","Morena","Retiene"
"190","26.3",65710,44890,0,0,0,0,0,16508,1494,1229,2429,0,135851,327277,132260,1,1,0.49682443671556,1,0,0,0,0,0,"Ambas",0.415094858483792,1,71776,33369,40060,0,0,0,0,0,0,0,0,150204,304062,145205,1,1,1,0.494308047243552,1,0,0,0,0,0.00251638947200805,"Morena","Morena","Retiene"
"191","26.4",60709,42460,0,0,0,5027,18324,10802,2190,2462,4118,0,151459,294879,146092,0,1,0.415553213043835,1,0,0,0,0,0,"Sólo VaXM",0.513631014755205,1,70175,32796,56202,0,0,0,0,0,0,0,0,165384,NA,159173,1,1,1,0.440872509784951,1,0,0,0,0,-0.0253192967411155,"Morena","Morena","Retiene"
"192","26.5",64919,62682,0,0,0,0,0,10305,1757,715,2087,0,146208,310854,142465,1,1,0.455683852174218,1,0,0,0,0,0,"Ambas",0.470342990600089,1,69949,34554,45350,0,0,0,0,0,0,0,0,155100,NA,149853,1,1,1,0.466784115099464,1,0,0,0,0,-0.0111002629252459,"Morena","Morena","Retiene"
"193","26.6",60877,40720,0,0,0,3143,3567,16486,2551,1265,3362,0,135722,324838,131971,0,1,0.461290738116707,1,0,0,0,0,0,"Sólo VaXM",0.417814418263873,0,88368,18011,36390,0,0,0,0,0,0,0,0,165465,NA,142769,1,1,1,0.618957897022463,1,0,0,0,0,-0.157667158905755,"Morena","Morena","Retiene"
"194","26.7",74457,43706,0,0,0,0,0,7182,2585,2995,1933,0,137101,274599,132858,1,1,0.560425416610215,1,0,0,0,0,0,"Ambas",0.499277127738994,0,73262,29943,45772,0,0,0,0,0,0,0,0,154702,NA,148977,1,1,1,0.491767185538707,1,0,0,0,0,0.0686582310715081,"Morena","Morena","Retiene"
"195","27.1",87842,22155,0,0,0,18607,1361,2147,7037,2727,1121,0,147069,255771,142997,0,1,0.614292607537221,1,0,0,0,0,0,"Sólo VaXM",0.575002639079489,0,113164,19426,0,0,16657,0,13512,0,0,3363,0,174384,244672,166122,1,1,0,0.681210194916989,1,0,0,0,0,-0.0669175873797677,"Morena","Morena","Retiene"
"196","27.2",95430,47011,0,0,0,6160,3429,2131,2717,2772,1349,0,165626,311717,160999,0,1,0.592736600848452,1,0,0,0,0,0,"Sólo VaXM",0.531334511752647,0,132751,41469,0,0,18951,0,4736,0,0,1404,0,208616,300820,199311,1,1,0,0.6660495406676,1,0,0,0,0,-0.0733129398191474,"Morena","Morena","Retiene"
"197","27.3",84500,41382,0,0,0,1817,1934,4191,3004,1940,2370,0,145298,252245,141138,0,1,0.598704813728408,1,0,0,0,0,0,"Sólo VaXM",0.576019346270491,0,105341,34043,0,0,20329,0,4373,0,0,1379,0,172302,240831,165465,1,1,0,0.636636146617109,1,0,0,0,0,-0.0379313328887017,"Morena","Morena","Retiene"
"198","27.4",92162,32002,0,0,0,3859,2826,3187,2108,1916,3300,0,145907,310991,141360,0,1,0.651966610073571,1,0,0,0,0,0,"Sólo VaXM",0.469167918042644,1,173408,15157,0,0,16598,0,4908,0,0,3193,0,218926,309831,213264,1,1,0,0.813114262135194,1,0,0,0,0,-0.161147652061623,"Morena","Morena","Retiene"
"199","27.5",95805,25119,0,0,0,16170,9500,7368,4606,9400,10698,0,184945,313335,178666,0,1,0.536224015761253,1,0,0,0,0,0,"Sólo VaXM",0.590246860389041,0,153578,27205,0,0,19818,0,11217,0,0,2177,0,222016,295256,213995,1,1,0,0.717670973620879,1,0,0,0,0,-0.181446957859626,"Morena","Morena","Retiene"
"200","27.6",89139,26430,0,0,0,6428,1880,11935,2423,1908,3381,0,148182,308706,143524,0,1,0.621073827373819,1,0,0,0,0,0,"Sólo VaXM",0.480010106703465,0,139882,18827,0,0,20025,0,12952,0,0,2857,0,204514,296208,194543,1,1,0,0.719028698025629,1,0,0,0,0,-0.0979548706518103,"Morena","Morena","Retiene"
"201","28.1",66422,0,59758,11630,955,0,0,3267,1958,1478,2249,0,151034,324668,147717,1,0,0.449657114617816,1,0,0,0,0,0,"Sólo JHH",0.465195214804046,1,58335,58988,0,0,34764,0,5359,0,0,3234,0,165331,310391,160680,1,1,0,0.363050784167289,0,0,1,0,0,0.0866063304505275,"Alianza PAN","Morena","Obtiene"
"202","28.2",56755,0,49815,12285,1163,0,0,4230,5578,1316,2299,0,136676,288784,133441,1,0,0.425319054863198,1,0,0,0,0,0,"Sólo JHH",0.473281068203225,1,68811,61524,0,0,22332,0,4756,0,0,2093,0,163861,280245,159516,1,1,0,0.431373655307305,1,0,0,0,0,-0.00605460044410661,"Morena","Morena","Retiene"
"203","28.3",68951,0,50591,21123,1925,0,0,3881,2516,1684,1702,0,156176,307311,152373,1,0,0.45251455310324,1,0,0,0,0,0,"Sólo JHH",0.508201789067101,0,64331,62800,0,0,39578,0,2828,0,0,3162,0,178218,293905,172699,1,1,0,0.372503604537374,1,0,0,0,0,0.0800109485658658,"Morena","Morena","Retiene"
"204","28.4",86414,0,37205,11810,1083,0,0,3142,1838,1048,1332,0,146758,314138,143872,1,0,0.600631116548043,1,0,0,0,0,0,"Sólo JHH",0.46717684584482,1,67327,61888,0,0,33559,0,3143,0,0,2484,0,172615,298768,168401,1,1,0,0.399801663885606,1,0,0,0,0,0.200829452662436,"Morena","Morena","Retiene"
"205","28.5",63793,0,75147,28546,1503,0,0,8891,2558,2966,1836,0,189047,307769,185240,1,0,0.344380263442021,0,0,1,0,0,0,"Sólo JHH",0.614249648275167,0,61461,74617,0,0,55843,0,5144,0,0,1932,0,206114,299833,198997,1,1,0,0.308853902320135,0,0,1,0,0,0.0355263611218857,"Alianza PAN","PAN","Opositor"
"206","28.6",60542,0,73171,26955,1611,7381,6940,6465,2576,2108,1616,0,195398,287847,189365,0,0,0.31971061178148,0,0,1,0,0,0,"Sin coals.",0.678825904039299,1,46517,99293,0,0,40511,0,4634,0,0,4660,0,203304,280872,195615,1,1,0,0.237798737315646,0,0,1,0,0,0.0819118744658347,"Alianza PAN","PAN","Opositor"
"207","28.7",82118,0,54402,6969,2926,0,0,5027,4944,1698,1684,0,163137,298881,159768,1,0,0.513982775023785,1,0,0,0,0,0,"Sólo JHH",0.545825930721592,1,79777,55401,0,0,31000,0,4746,0,0,2403,0,181628,284880,173327,1,1,0,0.460268740588598,1,0,0,0,0,0.0537140344351861,"Morena","Morena","Retiene"
"208","28.8",76557,0,79493,4732,1119,0,0,5883,2456,2170,1102,0,176405,300467,173512,1,0,0.44122020378994,0,0,1,0,0,0,"Sólo JHH",0.587102743396113,0,77986,72357,0,0,30146,0,5654,0,0,2266,0,199155,297197,188409,1,1,0,0.413918655690546,1,0,0,0,0,0.027301548099394,"Morena","PAN","Pierde"
"209","28.9",66722,0,36402,7803,1359,0,0,3871,4633,1685,1229,0,126741,306122,123704,1,0,0.539368169178038,1,0,0,0,0,0,"Sólo JHH",0.414021207231104,0,79698,55980,0,0,13014,0,3830,0,0,2265,0,158602,282654,154787,1,1,0,0.514888201205528,1,0,0,0,0,0.0244799679725103,"Morena","Morena","Retiene"
"210","29.1",75684,65859,0,0,0,0,0,5538,4806,9522,7057,30928,210088,318970,199394,1,1,0.379570097395107,1,0,0,0,0,0,"Ambas",0.658645013637646,0,96193,44473,43296,0,0,0,0,0,0,0,0,193849,300472,183962,1,1,1,0.522896032876355,1,0,0,0,0,-0.143325935481248,"Morena","Morena","Retiene"
"211","29.2",111663,57171,0,0,0,0,0,11809,5436,9520,12054,0,218618,328630,207653,1,1,0.53773843864524,1,0,0,0,0,0,"Ambas",0.665240544076925,0,126818,40291,41488,0,0,0,0,0,0,0,0,215999,312644,208597,1,1,1,0.607956969659199,1,0,0,0,0,-0.0702185310139595,"Morena","Morena","Retiene"
"212","29.3",86926,65678,0,0,0,5829,14700,6834,5873,11861,8588,0,218460,325798,206289,0,1,0.421379714866037,1,0,0,0,0,0,"Sólo VaXM",0.670538186238098,0,129632,28366,34863,0,0,0,0,0,0,0,0,200575,308900,192861,1,1,1,0.672152482876268,1,0,0,0,0,-0.250772768010231,"Morena","Morena","Retiene"
"213","3.1",71821,71579,0,0,0,0,0,5900,3822,1665,4254,0,164171,292920,159041,1,1,0.451587955307122,1,0,0,0,0,0,"Ambas",0.560463607811006,0,81734,51967,0,0,18004,0,5903,0,0,8879,0,173254,277795,166487,1,1,0,0.490933226017647,1,0,0,0,0,-0.039345270710525,"Morena","Morena","Retiene"
"214","3.2",56895,41074,0,0,0,0,0,3277,2577,2608,5527,0,115715,268732,111958,1,1,0.5081816395434,1,0,0,0,0,0,"Ambas",0.430596281797479,1,71591,33832,0,0,6937,0,7467,0,0,2338,0,126713,238351,122165,1,1,0,0.586018908852781,1,0,0,0,0,-0.0778372693093808,"Morena","Morena","Retiene"
"215","30.1",94160,50708,0,0,0,0,0,3455,8005,3655,5344,0,170235,248398,165327,1,1,0.569537946010029,1,0,0,0,0,0,"Ambas",0.685331604924355,0,60387,65696,0,0,21777,0,5154,0,0,2279,0,160788,NA,155293,1,1,0,0.388858480420882,0,0,1,0,0,0.180679465589147,"Alianza PAN","Morena","Obtiene"
"216","30.10",71541,66117,0,0,0,5094,3844,12127,4265,2612,3798,0,175902,329779,169398,0,1,0.422324938901286,1,0,0,0,0,0,"Sólo VaXM",0.533393575697664,1,119386,54446,0,0,20241,0,13068,0,0,4579,0,219025,323195,211720,1,1,0,0.563886264878141,1,0,0,0,0,-0.141561325976855,"Morena","Morena","Retiene"
"217","30.11",93989,37587,0,0,0,3888,3239,9386,4130,1530,5443,0,163995,303140,159192,0,1,0.59041283481582,1,0,0,0,0,0,"Sólo VaXM",0.540987662466187,1,130383,40473,0,0,17122,0,1999,0,0,3124,0,197973,305208,193101,1,1,0,0.675206239221962,1,0,0,0,0,-0.0847934044061417,"Morena","Morena","Retiene"
"218","30.12",73930,92189,0,0,0,0,0,11013,2771,2966,3178,0,190392,339448,186047,1,1,0.397372706896644,0,1,0,0,0,0,"Ambas",0.560887087271099,0,79327,102580,0,0,21237,0,7266,0,0,2089,0,218890,336028,212499,1,1,0,0.373305286142523,0,0,1,0,0,0.0240674207541214,"Alianza PAN","VaXM","Opositor"
"219","30.13",88226,77115,0,0,0,0,0,20464,3637,2425,5122,0,203580,313219,196989,1,1,0.447872723857677,1,0,0,0,0,0,"Ambas",0.64996057071889,0,81930,71591,0,0,26004,0,8527,0,0,4078,0,199822,303513,192130,1,1,0,0.426430021339718,1,0,0,0,0,0.0214427025179594,"Morena","Morena","Retiene"
"220","30.14",97933,39868,0,0,0,0,0,3827,5472,3279,6110,0,161442,280557,156489,1,1,0.625813954974471,1,0,0,0,0,0,"Ambas",0.575433869053347,0,97734,47716,0,0,21548,0,2677,0,0,1774,0,176997,276057,171449,1,1,0,0.570047069390898,1,0,0,0,0,0.0557668855835735,"Morena","Morena","Retiene"
"221","30.15",79989,78837,0,0,0,0,0,15399,5355,4104,3092,0,192633,308333,186776,1,1,0.428261661027113,1,0,0,0,0,0,"Ambas",0.624756351087947,1,92896,64242,0,0,20509,0,9112,0,0,2889,0,197126,292558,189648,1,1,0,0.489833797350882,1,0,0,0,0,-0.0615721363237689,"Morena","Morena","Retiene"
"222","30.16",94208,60293,0,0,0,0,0,11575,3926,4609,7524,0,188224,315982,182135,1,1,0.517242704587257,1,0,0,0,0,0,"Ambas",0.595679500731054,0,101673,52698,0,0,24589,0,15677,0,0,4474,0,205640,302994,199111,1,1,0,0.510634771559582,1,0,0,0,0,0.00660793302767437,"Morena","Morena","Retiene"
"223","30.17",95803,44151,0,0,0,0,0,15174,4788,5872,8434,0,182154,292926,174222,1,1,0.549890369758125,1,0,0,0,0,0,"Ambas",0.621843059339219,1,82176,63118,0,0,22715,0,2622,0,0,1973,0,179916,287016,172604,1,1,0,0.476095571365669,1,0,0,0,0,0.0737947983924553,"Morena","Morena","Retiene"
"224","30.18",95547,64458,0,0,0,0,0,9421,8810,8000,9079,0,205131,299378,195315,1,1,0.489194378311958,1,0,0,0,0,0,"Ambas",0.685190628569902,0,84411,62016,0,0,31627,0,4851,0,0,3248,0,196108,283145,186153,1,1,0,0.45344958179562,1,0,0,0,0,0.0357447965163379,"Morena","Morena","Retiene"
"225","30.19",89380,38755,0,0,0,0,0,28956,6116,8177,5477,0,183817,312803,176861,1,1,0.505368622816788,1,0,0,0,0,0,"Ambas",0.587644619776665,1,80650,68597,0,0,14539,0,9909,0,0,5581,0,187978,303659,179276,1,1,0,0.449865012606261,1,0,0,0,0,0.0555036102105276,"Morena","Morena","Retiene"
"226","30.2",82192,81585,0,0,0,0,0,7069,3786,3190,2596,0,187559,257336,180418,1,1,0.455564300679533,1,0,0,0,0,0,"Ambas",0.728848664780676,0,54891,77320,0,0,24793,0,10495,0,0,2274,0,176760,246309,169773,1,1,0,0.323319962538213,0,0,1,0,0,0.13224433814132,"Alianza PAN","Morena","Obtiene"
"227","30.20",96941,50342,0,0,0,3426,3425,11110,6342,7045,7982,0,193758,304779,186613,0,1,0.519476135103128,1,0,0,0,0,0,"Sólo VaXM",0.635732776864548,0,112103,43865,0,0,25665,0,3059,0,0,3465,0,194455,297029,188157,1,1,0,0.595795000983221,1,0,0,0,0,-0.0763188658800936,"Morena","Morena","Retiene"
"228","30.3",73368,43162,0,0,0,0,0,13604,3571,2726,10617,0,151322,259159,147048,1,1,0.498939121919373,1,0,0,0,0,0,"Ambas",0.583896372497193,1,69833,51912,0,0,26868,0,8272,0,0,1997,0,164024,248900,158882,1,1,0,0.439527448043202,1,0,0,0,0,0.0594116738761714,"Morena","Morena","Retiene"
"229","30.4",75857,66572,0,0,0,0,0,4899,1758,1696,1961,0,156127,340227,152743,1,1,0.496631596865323,1,0,0,0,0,0,"Ambas",0.458890681809498,0,81784,78548,0,0,11609,0,8258,0,0,2480,0,188144,321098,182679,1,1,0,0.447692400330635,1,0,0,0,0,0.0489391965346882,"Morena","Morena","Retiene"
"230","30.5",67528,41953,0,0,0,0,0,7055,5500,3593,6423,0,135973,254444,132052,1,1,0.511374307091146,1,0,0,0,0,0,"Ambas",0.534392636493688,1,74208,64047,0,0,15064,0,3352,0,0,2264,0,163368,250521,158935,1,1,0,0.46690785541259,1,0,0,0,0,0.0444664516785559,"Morena","Morena","Retiene"
"231","30.6",68655,63904,0,0,0,13259,6803,19208,5127,4066,3045,0,189296,298662,184067,0,1,0.372989183286521,1,0,0,0,0,0,"Sólo VaXM",0.633813474764115,1,75374,66131,0,0,26163,0,10725,0,0,2854,0,187336,286127,181247,1,1,0,0.415863434980993,1,0,0,0,0,-0.0428742516944721,"Morena","Morena","Retiene"
"232","30.7",61963,46332,0,0,0,11371,8251,12108,8873,9138,5715,0,171689,296007,163751,0,1,0.378397689174417,1,0,0,0,0,0,"Sólo VaXM",0.580016688794522,0,88713,53605,0,0,22696,0,7517,0,0,3479,0,183135,283027,176010,1,1,0,0.504022498721663,1,0,0,0,0,-0.125624809547246,"Morena","Morena","Retiene"
"233","30.8",97242,58256,0,0,0,0,0,27188,5101,8449,16474,0,221284,334411,212710,1,1,0.457157632457336,1,0,0,0,0,0,"Ambas",0.661712682896197,1,86679,77877,0,0,28938,0,7073,0,0,2694,0,211308,315892,203261,1,1,0,0.426441865384899,1,0,0,0,0,0.0307157670724371,"Morena","Morena","Retiene"
"234","30.9",62147,70561,0,0,0,7771,6511,15091,3983,8023,4410,0,186708,290671,178497,0,1,0.34816831655434,0,1,0,0,0,0,"Sólo VaXM",0.642334460610106,1,69757,68751,0,0,33365,0,3173,0,0,1959,0,184162,272503,177005,1,1,0,0.394096211971413,1,0,0,0,0,-0.0459278954170734,"Morena","VaXM","Pierde"
"235","31.1",53694,0,87609,65892,2277,3549,2568,3474,2129,1176,2407,0,229899,300533,224775,0,0,0.238878878878879,0,0,1,0,0,0,"Sin coals.",0.764970901697983,0,56021,66462,96682,0,0,0,0,0,0,0,0,224743,278151,219165,1,1,1,0.255611069285698,0,1,0,0,0,-0.0167321904068191,"Alianza PRI","PAN","Opositor"
"236","31.2",79357,0,57804,49277,8023,0,0,10620,6657,1389,3929,0,223610,318248,217056,1,0,0.365606110865399,1,0,0,0,0,0,"Sólo JHH",0.702628139061361,1,50496,72240,90622,0,0,0,0,0,0,0,0,220513,NA,213358,1,1,1,0.23667263472661,0,1,0,0,0,0.128933476138789,"Alianza PRI","Morena","Obtiene"
"237","31.3",53650,0,55580,45909,1348,1819,1478,3190,1545,698,2043,0,172350,368668,167260,0,0,0.320758101159871,0,0,1,0,0,0,"Sin coals.",0.467493788449228,0,80746,79782,62039,0,0,0,0,0,0,0,0,229179,341019,222567,1,1,1,0.362794124915194,1,0,0,0,0,-0.0420360237553232,"Morena","PAN","Pierde"
"238","31.4",49420,0,96138,33671,1321,1989,1280,4821,1797,671,2549,0,198480,360059,193657,0,0,0.255193460603025,0,0,1,0,0,0,"Sin coals.",0.551242990732075,0,76004,105058,61209,0,0,0,0,0,0,0,0,248757,338827,242271,1,1,1,0.313714806972357,0,0,1,0,0,-0.0585213463693324,"Alianza PAN","PAN","Opositor"
"239","31.5",76779,0,68360,53914,11019,0,0,9722,2948,1385,4404,0,235141,312556,228531,1,0,0.335967549260275,1,0,0,0,0,0,"Sólo JHH",0.752316384903825,0,50717,78979,96751,0,0,0,0,0,0,0,0,232880,NA,226447,1,1,1,0.223968522435713,0,1,0,0,0,0.111999026824562,"Alianza PRI","Morena","Obtiene"
"240","32.1",69222,62247,0,0,0,0,0,3841,5290,992,6414,0,153019,288032,148006,1,1,0.467697255516668,1,0,0,0,0,0,"Ambas",0.531256943672925,0,80485,34454,53033,0,0,0,0,0,0,0,0,174427,277083,167972,1,1,1,0.479157240492463,1,0,0,0,0,-0.0114599849757948,"Morena","Morena","Retiene"
"241","32.2",76233,80012,0,0,0,0,0,7157,5007,1055,4380,0,180218,317403,173844,1,1,0.438513839994478,0,1,0,0,0,0,"Ambas",0.56778921434265,1,60145,58620,67381,0,0,0,0,0,0,0,0,194623,307015,186146,1,1,1,0.323106593748993,0,1,0,0,0,0.115407246245485,"Alianza PRI","VaXM","Opositor"
"242","32.3",81360,67761,0,0,0,0,0,6815,9284,1605,5742,0,180106,301068,172567,1,1,0.47146905259986,1,0,0,0,0,0,"Ambas",0.598223657114007,1,85164,29061,73038,0,0,0,0,0,0,0,0,195467,291084,187263,1,1,1,0.454782845516733,1,0,0,0,0,0.0166862070831266,"Morena","Morena","Retiene"
"243","32.4",62942,65345,0,0,0,4952,17798,6940,4230,2003,8815,0,180280,304537,173025,0,1,0.363774021095217,0,1,0,0,0,0,"Sólo VaXM",0.591980613193142,1,81577,33168,71559,0,0,0,0,0,0,0,0,193857,287277,186304,1,1,1,0.437870362418413,1,0,0,0,0,-0.0740963413231955,"Morena","VaXM","Pierde"
"244","4.1",84232,73447,0,0,0,3072,4450,51026,2015,3189,1529,0,228380,335377,222960,0,1,0.377789738069609,1,0,0,0,0,0,"Sólo VaXM",0.680965003563154,0,97594,47943,84634,0,0,0,0,0,0,0,0,237767,321907,230171,1,1,1,0.424006499515578,1,0,0,0,0,-0.0462167614459686,"Morena","Morena","Retiene"
